id,type,question,answer,expected_answer,expected_keywords,exact_match,semantic_keyword_f1,grounding_score,latency_ms,win,citations
q001,direct_fact,What is the purpose of the MITRE ATT&CK framework?,"The purpose of the MITRE ATT&CK framework is to serve as a globally accessible knowledge base of adversary tactics and techniques based on real-world observations, providing a foundation for developing specific threat models and methodologies in cybersecurity across various sectors [Source: getting-started-with-attack:43].",MITRE ATT&CK is a knowledge base that categorizes adversary behavior into tactics and techniques based on real-world observations to help defenders understand and analyze attacker behaviors.,knowledge base|tactics|techniques|real-world|adversary behavior,0.000,0.800,0.800,2049.5,1,"[{""id"": ""getting-started-with-attack-162"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 1.0499999523162842, ""metadata"": {}}, {""id"": ""getting-started-with-attack-3"", ""source"": ""getting-started-with-attack"", ""page_num"": 3, ""score"": 0.9774134159088135, ""metadata"": {}}, {""id"": ""getting-started-with-attack-4"", ""source"": ""getting-started-with-attack"", ""page_num"": 3, ""score"": 0.9334933161735535, ""metadata"": {}}, {""id"": ""getting-started-with-attack-164"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 0.9313613772392273, ""metadata"": {}}, {""id"": ""getting-started-with-attack-163"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 0.9022588133811951, ""metadata"": {}}, {""id"": ""getting-started-with-attack-157"", ""source"": ""getting-started-with-attack"", ""page_num"": 42, ""score"": 0.7356672883033752, ""metadata"": {}}, {""id"": ""getting-started-with-attack-5"", ""source"": ""getting-started-with-attack"", ""page_num"": 3, ""score"": 0.726450502872467, ""metadata"": {}}, {""id"": ""getting-started-with-attack-126"", ""source"": ""getting-started-with-attack"", ""page_num"": 34, ""score"": 0.6953161954879761, ""metadata"": {}}, {""id"": ""getting-started-with-attack-6"", ""source"": ""getting-started-with-attack"", ""page_num"": 3, ""score"": 0.6828293800354004, ""metadata"": {}}, {""id"": ""getting-started-with-attack-18"", ""source"": ""getting-started-with-attack"", ""page_num"": 7, ""score"": 0.6737321615219116, ""metadata"": {}}]"
q002,direct_fact,What is a tactic in the ATT&CK framework?,"In ATT&CK, a tactic is the adversary’s technical goal, representing what they are trying to achieve during an attack, such as defense evasion or initial access [Source: getting-started-with-attack:7].",A tactic represents the adversary's technical goal or objective—the 'why' behind an action in ATT&CK.,goal|objective|why|adversary,0.000,0.500,0.500,1421.4,1,"[{""id"": ""getting-started-with-attack-58"", ""source"": ""getting-started-with-attack"", ""page_num"": 18, ""score"": 0.9068265557289124, ""metadata"": {}}, {""id"": ""getting-started-with-attack-126"", ""source"": ""getting-started-with-attack"", ""page_num"": 34, ""score"": 0.8908032774925232, ""metadata"": {}}, {""id"": ""getting-started-with-attack-162"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 0.8800444602966309, ""metadata"": {}}, {""id"": ""getting-started-with-attack-18"", ""source"": ""getting-started-with-attack"", ""page_num"": 7, ""score"": 0.8568128943443298, ""metadata"": {}}, {""id"": ""getting-started-with-attack-88"", ""source"": ""getting-started-with-attack"", ""page_num"": 25, ""score"": 0.8503296971321106, ""metadata"": {}}, {""id"": ""getting-started-with-attack-32"", ""source"": ""getting-started-with-attack"", ""page_num"": 11, ""score"": 0.842974841594696, ""metadata"": {}}, {""id"": ""getting-started-with-attack-33"", ""source"": ""getting-started-with-attack"", ""page_num"": 11, ""score"": 0.8399519324302673, ""metadata"": {}}, {""id"": ""getting-started-with-attack-105"", ""source"": ""getting-started-with-attack"", ""page_num"": 29, ""score"": 0.8378168344497681, ""metadata"": {}}, {""id"": ""getting-started-with-attack-100"", ""source"": ""getting-started-with-attack"", ""page_num"": 28, ""score"": 0.8063194155693054, ""metadata"": {}}, {""id"": ""getting-started-with-attack-101"", ""source"": ""getting-started-with-attack"", ""page_num"": 28, ""score"": 0.8053739070892334, ""metadata"": {}}]"
q003,direct_fact,What is a technique in ATT&CK?,"In ATT&CK, a technique is a specific method or way that an adversary may use to achieve a particular goal or effect during an attack, such as gaining access or executing code. Techniques are the actionable components that can be detected, assessed, and emulated in security operations. [Source: getting-started-with-attack:32][Source: getting-started-with-attack:34]",A technique describes how an adversary achieves a tactical goal—the specific method used to carry out an action.,specific method|how|achieves|tactical goal,0.000,0.250,0.250,1845.0,0,"[{""id"": ""getting-started-with-attack-96"", ""source"": ""getting-started-with-attack"", ""page_num"": 27, ""score"": 0.9330129623413086, ""metadata"": {}}, {""id"": ""getting-started-with-attack-126"", ""source"": ""getting-started-with-attack"", ""page_num"": 34, ""score"": 0.8773488998413086, ""metadata"": {}}, {""id"": ""getting-started-with-attack-118"", ""source"": ""getting-started-with-attack"", ""page_num"": 32, ""score"": 0.8735993504524231, ""metadata"": {}}, {""id"": ""getting-started-with-attack-123"", ""source"": ""getting-started-with-attack"", ""page_num"": 33, ""score"": 0.8716825246810913, ""metadata"": {}}, {""id"": ""getting-started-with-attack-108"", ""source"": ""getting-started-with-attack"", ""page_num"": 29, ""score"": 0.8572755455970764, ""metadata"": {}}, {""id"": ""getting-started-with-attack-117"", ""source"": ""getting-started-with-attack"", ""page_num"": 32, ""score"": 0.8465072512626648, ""metadata"": {}}, {""id"": ""getting-started-with-attack-4"", ""source"": ""getting-started-with-attack"", ""page_num"": 3, ""score"": 0.8397002816200256, ""metadata"": {}}, {""id"": ""getting-started-with-attack-130"", ""source"": ""getting-started-with-attack"", ""page_num"": 36, ""score"": 0.8339918255805969, ""metadata"": {}}, {""id"": ""getting-started-with-attack-18"", ""source"": ""getting-started-with-attack"", ""page_num"": 7, ""score"": 0.8322250843048096, ""metadata"": {}}, {""id"": ""getting-started-with-attack-64"", ""source"": ""getting-started-with-attack"", ""page_num"": 18, ""score"": 0.8179798722267151, ""metadata"": {}}]"
q004,direct_fact,Why do defenders map detections to ATT&CK?,"Defenders map detections to ATT&CK to prioritize which adversary behaviors to defend against, inform their defenses with relevant threat intelligence, and focus on detecting and mitigating techniques that are commonly used by high-threat groups targeting their organization [Source: getting-started-with-attack:6][Source: getting-started-with-attack:10][Source: getting-started-with-attack:8].","Mapping detections to ATT&CK helps defenders describe activity consistently, identify coverage and gaps across tactics and techniques, and prioritize improvements.",coverage|gaps|prioritize|describe consistently,0.000,0.250,0.250,1225.2,0,"[{""id"": ""getting-started-with-attack-24"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 1.019564151763916, ""metadata"": {}}, {""id"": ""getting-started-with-attack-14"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.9774405360221863, ""metadata"": {}}, {""id"": ""getting-started-with-attack-28"", ""source"": ""getting-started-with-attack"", ""page_num"": 10, ""score"": 0.9568762183189392, ""metadata"": {}}, {""id"": ""getting-started-with-attack-25"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.8832721710205078, ""metadata"": {}}, {""id"": ""getting-started-with-attack-58"", ""source"": ""getting-started-with-attack"", ""page_num"": 18, ""score"": 0.8415131568908691, ""metadata"": {}}, {""id"": ""getting-started-with-attack-35"", ""source"": ""getting-started-with-attack"", ""page_num"": 12, ""score"": 0.8230371475219727, ""metadata"": {}}, {""id"": ""getting-started-with-attack-18"", ""source"": ""getting-started-with-attack"", ""page_num"": 7, ""score"": 0.8224377036094666, ""metadata"": {}}, {""id"": ""getting-started-with-attack-32"", ""source"": ""getting-started-with-attack"", ""page_num"": 11, ""score"": 0.788334846496582, ""metadata"": {}}, {""id"": ""getting-started-with-attack-51"", ""source"": ""getting-started-with-attack"", ""page_num"": 16, ""score"": 0.7270198464393616, ""metadata"": {}}, {""id"": ""getting-started-with-attack-93"", ""source"": ""getting-started-with-attack"", ""page_num"": 26, ""score"": 0.7100386619567871, ""metadata"": {}}]"
q005,direct_fact,How does ATT&CK support consistent communication among defenders?,"ATT&CK supports consistent communication among defenders by providing a standardized way to map and describe adversary behaviors, allowing analysts to compare results, discuss differences, and share relevant information to inform defenses across teams and organizations [Source: getting-started-with-attack:8][Source: getting-started-with-attack:11].","ATT&CK provides a standardized vocabulary for describing adversary behavior, supporting consistency across teams and organizations.",standard vocabulary|consistency|describe behavior,0.000,0.000,0.000,1538.6,0,"[{""id"": ""getting-started-with-attack-77"", ""source"": ""getting-started-with-attack"", ""page_num"": 22, ""score"": 0.8372902274131775, ""metadata"": {}}, {""id"": ""getting-started-with-attack-24"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.8197401165962219, ""metadata"": {}}, {""id"": ""getting-started-with-attack-32"", ""source"": ""getting-started-with-attack"", ""page_num"": 11, ""score"": 0.8081532716751099, ""metadata"": {}}, {""id"": ""getting-started-with-attack-23"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.7883701324462891, ""metadata"": {}}, {""id"": ""getting-started-with-attack-33"", ""source"": ""getting-started-with-attack"", ""page_num"": 11, ""score"": 0.7865477204322815, ""metadata"": {}}, {""id"": ""getting-started-with-attack-25"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.7852365970611572, ""metadata"": {}}, {""id"": ""getting-started-with-attack-28"", ""source"": ""getting-started-with-attack"", ""page_num"": 10, ""score"": 0.7792816162109375, ""metadata"": {}}, {""id"": ""getting-started-with-attack-78"", ""source"": ""getting-started-with-attack"", ""page_num"": 22, ""score"": 0.7791723012924194, ""metadata"": {}}, {""id"": ""getting-started-with-attack-9"", ""source"": ""getting-started-with-attack"", ""page_num"": 4, ""score"": 0.7789701819419861, ""metadata"": {}}, {""id"": ""getting-started-with-attack-110"", ""source"": ""getting-started-with-attack"", ""page_num"": 30, ""score"": 0.7760762572288513, ""metadata"": {}}]"
q006,direct_fact,"According to the AI security paper, why are evaluations needed before deploying high-risk AI systems?","According to the AI security paper, evaluations are needed before deploying high-risk AI systems to ensure confidence in the system’s ability to operate effectively with acceptable levels of risk to stakeholders, including managing risks related to safety, security, equity, reliability, interpretability, robustness, privacy, and governability [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:3].","High-risk AI systems can exhibit dangerous or unpredictable failure modes, so evaluations are needed before deployment to identify and mitigate risks proactively.",before deployment|dangerous|unpredictable|evaluate|mitigate,0.000,0.000,0.000,2046.8,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-68"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 8, ""score"": 0.8613284826278687, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-49"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.8343207836151123, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-18"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 0.8330886363983154, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-52"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.7926335334777832, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-48"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.7877675294876099, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-47"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.7841070890426636, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-46"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.7791054844856262, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-72"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 9, ""score"": 0.7790422439575195, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-15"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 0.7720673084259033, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-50"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.75, ""metadata"": {}}]"
q007,direct_fact,What challenge does the paper highlight about predicting the behavior of advanced AI systems?,"The paper highlights that predicting the behavior of advanced AI systems is challenging because sophisticated AI could operate as independent, goal-seeking agents, potentially developing harmful sub-tasks inspired by human-generated content, despite not having inherent goals or purposes themselves. This unpredictability raises concerns about the risks and threats posed by autonomous AI systems [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:4].","The paper states that advanced AI systems can display emergent and hard-to-predict behaviors, making traditional software security approaches insufficient.",emergent|hard to predict|traditional software insufficient,0.000,0.000,0.000,1946.3,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-25"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.8785055875778198, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-28"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.8389776349067688, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-12"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 2, ""score"": 0.8114926218986511, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-58"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.8027946352958679, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-98"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 12, ""score"": 0.7696978449821472, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-11"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 2, ""score"": 0.7463157176971436, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-26"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.7422536015510559, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-68"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 8, ""score"": 0.7420467734336853, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-9"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 2, ""score"": 0.7412976026535034, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-94"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 12, ""score"": 0.7237621545791626, ""metadata"": {}}]"
q008,direct_fact,What regulatory concern does the paper raise regarding over-regulating AI evaluations?,"The paper raises the concern that over-regulating AI evaluations could stifle innovation and slow down the deployment of beneficial AI systems, emphasizing the need for regulatory approaches that are commensurate with the scale of risk rather than overly restrictive measures [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:9].",Over-regulation may create burdensome compliance processes and encourage checkbox behavior rather than genuine security improvements.,over-regulation|burdensome|checkbox|compliance,0.000,0.000,0.000,1443.3,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-46"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.897291898727417, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-68"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 8, ""score"": 0.8800328969955444, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-43"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.8554287552833557, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-72"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 9, ""score"": 0.8516151905059814, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-42"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 5, ""score"": 0.8149282932281494, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-62"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 8, ""score"": 0.8095429539680481, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-31"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.8051663041114807, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-45"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.7862337231636047, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-3"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 1, ""score"": 0.7847921848297119, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-53"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.7839648127555847, ""metadata"": {}}]"
q009,multi_hop,How can defenders use ATT&CK to evaluate their detection coverage?,"Defenders can use ATT&CK to measure their detection coverage by analyzing which techniques are covered by their tools or analytics and assessing the confidence level of that coverage (e.g., low, some, or high confidence). This process helps identify gaps and prioritize improvements in defenses across a broad subset of the ATT&CK Matrix [Source: getting-started-with-attack:35][Source: getting-started-with-attack:31].","Defenders can map existing detections to ATT&CK techniques, compare them against adversary behaviors, identify coverage gaps, and prioritize improvements.",map detections|compare|coverage gaps|prioritize,0.000,0.250,0.250,2548.0,0,"[{""id"": ""getting-started-with-attack-24"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 1.0173590183258057, ""metadata"": {}}, {""id"": ""getting-started-with-attack-14"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.9616876840591431, ""metadata"": {}}, {""id"": ""getting-started-with-attack-28"", ""source"": ""getting-started-with-attack"", ""page_num"": 10, ""score"": 0.9431507587432861, ""metadata"": {}}, {""id"": ""getting-started-with-attack-113"", ""source"": ""getting-started-with-attack"", ""page_num"": 31, ""score"": 0.9046176075935364, ""metadata"": {}}, {""id"": ""getting-started-with-attack-128"", ""source"": ""getting-started-with-attack"", ""page_num"": 35, ""score"": 0.8452884554862976, ""metadata"": {}}, {""id"": ""getting-started-with-attack-51"", ""source"": ""getting-started-with-attack"", ""page_num"": 16, ""score"": 0.8420488238334656, ""metadata"": {}}, {""id"": ""getting-started-with-attack-35"", ""source"": ""getting-started-with-attack"", ""page_num"": 12, ""score"": 0.8314669728279114, ""metadata"": {}}, {""id"": ""getting-started-with-attack-118"", ""source"": ""getting-started-with-attack"", ""page_num"": 32, ""score"": 0.7940658330917358, ""metadata"": {}}, {""id"": ""getting-started-with-attack-150"", ""source"": ""getting-started-with-attack"", ""page_num"": 40, ""score"": 0.7866465449333191, ""metadata"": {}}, {""id"": ""getting-started-with-attack-58"", ""source"": ""getting-started-with-attack"", ""page_num"": 18, ""score"": 0.7824720740318298, ""metadata"": {}}]"
q010,multi_hop,How does the AI security framework relate to existing cybersecurity models such as ATT&CK?,"The AI security framework recognizes that while traditional cybersecurity models and methodologies, like ATT&CK, help understand and address vulnerabilities in overall software systems, the introduction of AI subsystems brings new and largely unexplored vulnerabilities. The framework suggests that existing tools and approaches can be leveraged, but also highlights the need for new tools and regulatory considerations specific to AI security [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:3][Source: getting-started-with-attack:43].","The AI security framework identifies risks and dangerous model behaviors, while ATT&CK provides structure for mapping those behaviors to known tactics and techniques to integrate AI threats into existing defense programs.",map behaviors|tactics|techniques|AI risks|integrate,0.000,0.000,0.000,2440.3,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-15"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 1.0247540473937988, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-46"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 1.0086442232131958, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-52"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.9567264914512634, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-94"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 12, ""score"": 0.936336874961853, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-25"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.928811252117157, ""metadata"": {}}, {""id"": ""getting-started-with-attack-163"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 0.9276897311210632, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-0"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 1, ""score"": 0.916734516620636, ""metadata"": {}}, {""id"": ""getting-started-with-attack-3"", ""source"": ""getting-started-with-attack"", ""page_num"": 3, ""score"": 0.8920210003852844, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-47"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.8779450058937073, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-17"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 0.8457971811294556, ""metadata"": {}}]"
