id,type,question,answer,expected_answer,expected_keywords,exact_match,semantic_keyword_f1,grounding_score,latency_ms,win,citations
q001,direct_fact,What is the purpose of the MITRE ATT&CK framework?,"The purpose of the MITRE ATT&CK framework is to serve as a globally accessible knowledge base of adversary tactics and techniques based on real-world observations, providing a foundation for developing specific threat models and methodologies in cybersecurity across the private sector, government, and the cybersecurity product and service community [Source: getting-started-with-attack:43].",MITRE ATT&CK is a knowledge base that categorizes adversary behavior into tactics and techniques based on real-world observations to help defenders understand and analyze attacker behaviors.,knowledge base|tactics|techniques|real-world|adversary behavior,0.000,0.800,0.800,1875.6,1,"[{""id"": ""getting-started-with-attack-162"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 1.0499999523162842, ""metadata"": {}}, {""id"": ""getting-started-with-attack-3"", ""source"": ""getting-started-with-attack"", ""page_num"": 3, ""score"": 0.9903948307037354, ""metadata"": {}}, {""id"": ""getting-started-with-attack-4"", ""source"": ""getting-started-with-attack"", ""page_num"": 3, ""score"": 0.961550235748291, ""metadata"": {}}, {""id"": ""getting-started-with-attack-164"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 0.8839390873908997, ""metadata"": {}}, {""id"": ""getting-started-with-attack-163"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 0.8345234990119934, ""metadata"": {}}, {""id"": ""getting-started-with-attack-157"", ""source"": ""getting-started-with-attack"", ""page_num"": 42, ""score"": 0.794143557548523, ""metadata"": {}}]"
q002,direct_fact,What is a tactic in the ATT&CK framework?,"In ATT&CK, a tactic is the adversary’s technical goal or the objective they are trying to achieve during an attack, such as defense evasion or establishing a connection. There are only 12 tactics to choose from in Enterprise ATT&CK [Source: getting-started-with-attack:7].",A tactic represents the adversary's technical goal or objective—the 'why' behind an action in ATT&CK.,goal|objective|why|adversary,0.000,0.750,0.750,1894.0,1,"[{""id"": ""getting-started-with-attack-126"", ""source"": ""getting-started-with-attack"", ""page_num"": 34, ""score"": 0.8630415797233582, ""metadata"": {}}, {""id"": ""getting-started-with-attack-58"", ""source"": ""getting-started-with-attack"", ""page_num"": 18, ""score"": 0.8619760274887085, ""metadata"": {}}, {""id"": ""getting-started-with-attack-162"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 0.8080486059188843, ""metadata"": {}}, {""id"": ""getting-started-with-attack-20"", ""source"": ""getting-started-with-attack"", ""page_num"": 7, ""score"": 0.75, ""metadata"": {}}, {""id"": ""getting-started-with-attack-59"", ""source"": ""getting-started-with-attack"", ""page_num"": 18, ""score"": 0.6940908432006836, ""metadata"": {}}, {""id"": ""getting-started-with-attack-100"", ""source"": ""getting-started-with-attack"", ""page_num"": 28, ""score"": 0.6632785201072693, ""metadata"": {}}]"
q003,direct_fact,What is a technique in ATT&CK?,"In ATT&CK, a technique is a specific method or way that an adversary may use to achieve a particular goal or effect during an attack, such as gaining access or executing code. Techniques are the actionable elements that can be detected, emulated, or defended against in security operations [Source: getting-started-with-attack:32][Source: getting-started-with-attack:33].",A technique describes how an adversary achieves a tactical goal—the specific method used to carry out an action.,specific method|how|achieves|tactical goal,0.000,0.250,0.250,2252.6,0,"[{""id"": ""getting-started-with-attack-96"", ""source"": ""getting-started-with-attack"", ""page_num"": 27, ""score"": 0.9998627305030823, ""metadata"": {}}, {""id"": ""getting-started-with-attack-118"", ""source"": ""getting-started-with-attack"", ""page_num"": 32, ""score"": 0.9088097214698792, ""metadata"": {}}, {""id"": ""getting-started-with-attack-108"", ""source"": ""getting-started-with-attack"", ""page_num"": 29, ""score"": 0.8632665276527405, ""metadata"": {}}, {""id"": ""getting-started-with-attack-123"", ""source"": ""getting-started-with-attack"", ""page_num"": 33, ""score"": 0.7749431133270264, ""metadata"": {}}, {""id"": ""getting-started-with-attack-130"", ""source"": ""getting-started-with-attack"", ""page_num"": 36, ""score"": 0.7169459462165833, ""metadata"": {}}, {""id"": ""getting-started-with-attack-117"", ""source"": ""getting-started-with-attack"", ""page_num"": 32, ""score"": 0.7158889174461365, ""metadata"": {}}]"
q004,direct_fact,Why do defenders map detections to ATT&CK?,"Defenders map detections to ATT&CK to prioritize which adversary techniques to focus on detecting and mitigating, based on the techniques that are commonly used by relevant threat groups. This helps defenders know what to prioritize and informs their defenses more effectively [Source: getting-started-with-attack:10][Source: getting-started-with-attack:8][Source: getting-started-with-attack:20].","Mapping detections to ATT&CK helps defenders describe activity consistently, identify coverage and gaps across tactics and techniques, and prioritize improvements.",coverage|gaps|prioritize|describe consistently,0.000,0.250,0.250,10246.7,0,"[{""id"": ""getting-started-with-attack-24"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 1.0129635334014893, ""metadata"": {}}, {""id"": ""getting-started-with-attack-14"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.9456531405448914, ""metadata"": {}}, {""id"": ""getting-started-with-attack-28"", ""source"": ""getting-started-with-attack"", ""page_num"": 10, ""score"": 0.8860610127449036, ""metadata"": {}}, {""id"": ""getting-started-with-attack-25"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.8466843962669373, ""metadata"": {}}, {""id"": ""getting-started-with-attack-69"", ""source"": ""getting-started-with-attack"", ""page_num"": 20, ""score"": 0.75, ""metadata"": {}}, {""id"": ""getting-started-with-attack-35"", ""source"": ""getting-started-with-attack"", ""page_num"": 12, ""score"": 0.7406285405158997, ""metadata"": {}}]"
q005,direct_fact,How does ATT&CK support consistent communication among defenders?,"ATT&CK supports consistent communication among defenders by providing a globally-accessible knowledge base that describes cyber threat use cases using carefully selected attributes, enabling a common vocabulary for discussing adversary behaviors, harmful outcomes, and effective mitigations [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:8].","ATT&CK provides a standardized vocabulary for describing adversary behavior, supporting consistency across teams and organizations.",standard vocabulary|consistency|describe behavior,0.000,0.000,0.000,1418.8,0,"[{""id"": ""getting-started-with-attack-134"", ""source"": ""getting-started-with-attack"", ""page_num"": 37, ""score"": 0.712323009967804, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-54"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.699999988079071, ""metadata"": {}}, {""id"": ""getting-started-with-attack-135"", ""source"": ""getting-started-with-attack"", ""page_num"": 37, ""score"": 0.6889340877532959, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-65"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 8, ""score"": 0.638579249382019, ""metadata"": {}}, {""id"": ""getting-started-with-attack-77"", ""source"": ""getting-started-with-attack"", ""page_num"": 22, ""score"": 0.6176099181175232, ""metadata"": {}}, {""id"": ""getting-started-with-attack-33"", ""source"": ""getting-started-with-attack"", ""page_num"": 11, ""score"": 0.5968717932701111, ""metadata"": {}}]"
q006,direct_fact,"According to the AI security paper, why are evaluations needed before deploying high-risk AI systems?","According to the AI security paper, evaluations are needed before deploying high-risk AI systems because the introduction of an AI subsystem may introduce new, unknown, and unique vulnerabilities that are largely unexplored, and tools are emerging to identify and protect against these new and existing threats [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:3].","High-risk AI systems can exhibit dangerous or unpredictable failure modes, so evaluations are needed before deployment to identify and mitigate risks proactively.",before deployment|dangerous|unpredictable|evaluate|mitigate,0.000,0.000,0.000,2601.5,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-10"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 2, ""score"": 0.75, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-72"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 9, ""score"": 0.7190897464752197, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-52"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.7130884528160095, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-15"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 0.7046864032745361, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-68"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 8, ""score"": 0.6955990791320801, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-46"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.6768760681152344, ""metadata"": {}}]"
q007,direct_fact,What challenge does the paper highlight about predicting the behavior of advanced AI systems?,"The paper highlights that predicting the behavior of advanced AI systems is challenging because AI may independently develop sub-tasks with harmful priorities, often inspired by human-generated input, and does not have inherent goals or purposes, making its emergent behaviors difficult to anticipate [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:4].","The paper states that advanced AI systems can display emergent and hard-to-predict behaviors, making traditional software security approaches insufficient.",emergent|hard to predict|traditional software insufficient,0.000,0.333,0.333,1324.6,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-28"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.8352737426757812, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-25"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.7570741176605225, ""metadata"": {}}, {""id"": ""getting-started-with-attack-135"", ""source"": ""getting-started-with-attack"", ""page_num"": 37, ""score"": 0.699999988079071, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-57"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.6986820101737976, ""metadata"": {}}, {""id"": ""getting-started-with-attack-64"", ""source"": ""getting-started-with-attack"", ""page_num"": 18, ""score"": 0.680400013923645, ""metadata"": {}}, {""id"": ""getting-started-with-attack-19"", ""source"": ""getting-started-with-attack"", ""page_num"": 7, ""score"": 0.6620211005210876, ""metadata"": {}}]"
q008,direct_fact,What regulatory concern does the paper raise regarding over-regulating AI evaluations?,"The paper raises the concern that over-regulating AI evaluations could stifle innovation and slow down beneficial uses of AI, emphasizing the need for regulatory approaches that are commensurate with the scale of risk rather than imposing excessive burdens across the board [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:9].",Over-regulation may create burdensome compliance processes and encourage checkbox behavior rather than genuine security improvements.,over-regulation|burdensome|checkbox|compliance,0.000,0.000,0.000,1640.7,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-29"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.75, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-43"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.7422142624855042, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-28"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.7171197533607483, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-46"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.7012873291969299, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-72"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 9, ""score"": 0.6676723957061768, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-62"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 8, ""score"": 0.6623907685279846, ""metadata"": {}}]"
q009,multi_hop,How can defenders use ATT&CK to evaluate their detection coverage?,"Defenders can use ATT&CK to aggregate information about commonly used techniques by adversaries, which helps them prioritize what to focus on detecting and mitigating. By mapping adversary information to ATT&CK, defenders can identify gaps in their detection coverage and determine which techniques should be prioritized for improved defenses [Source: getting-started-with-attack:10][Source: getting-started-with-attack:8].","Defenders can map existing detections to ATT&CK techniques, compare them against adversary behaviors, identify coverage gaps, and prioritize improvements.",map detections|compare|coverage gaps|prioritize,0.000,0.250,0.250,2022.7,0,"[{""id"": ""getting-started-with-attack-24"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 1.036010980606079, ""metadata"": {}}, {""id"": ""getting-started-with-attack-14"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.8577718138694763, ""metadata"": {}}, {""id"": ""getting-started-with-attack-28"", ""source"": ""getting-started-with-attack"", ""page_num"": 10, ""score"": 0.8417895436286926, ""metadata"": {}}, {""id"": ""getting-started-with-attack-113"", ""source"": ""getting-started-with-attack"", ""page_num"": 31, ""score"": 0.7204014658927917, ""metadata"": {}}, {""id"": ""getting-started-with-attack-35"", ""source"": ""getting-started-with-attack"", ""page_num"": 12, ""score"": 0.7122355103492737, ""metadata"": {}}, {""id"": ""getting-started-with-attack-16"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.6594421863555908, ""metadata"": {}}]"
q010,multi_hop,How does the AI security framework relate to existing cybersecurity models such as ATT&CK?,"The AI security framework builds on existing cybersecurity models by recognizing that while traditional vulnerabilities can be addressed through established test, evaluation, and cybersecurity practices, AI subsystems introduce new and unique vulnerabilities that require additional tools and approaches. The framework suggests leveraging existing expertise and models, such as ATT&CK, while also developing new methods to address AI-specific risks, including the use of the NIST AI RMF as a systematic way to assess risk in AI systems [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:3][Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:7].","The AI security framework identifies risks and dangerous model behaviors, while ATT&CK provides structure for mapping those behaviors to known tactics and techniques to integrate AI threats into existing defense programs.",map behaviors|tactics|techniques|AI risks|integrate,0.000,0.000,0.000,2659.2,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-15"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 1.0391802787780762, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-46"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 1.0279031991958618, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-52"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.8873386979103088, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-25"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.8786895871162415, ""metadata"": {}}, {""id"": ""getting-started-with-attack-163"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 0.8239020705223083, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-94"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 12, ""score"": 0.8081532120704651, ""metadata"": {}}]"
