id,type,question,answer,expected_answer,expected_keywords,exact_match,semantic_keyword_f1,grounding_score,latency_ms,win,citations
q001,direct_fact,What is the purpose of the MITRE ATT&CK framework?,"The purpose of the MITRE ATT&CK framework is to serve as a globally accessible knowledge base of adversary tactics and techniques based on real-world observations, and it is used as a foundation for developing specific threat models and methodologies in various sectors, including the private sector, government, and cybersecurity products [Source: getting-started-with-attack:43].",MITRE ATT&CK is a knowledge base that categorizes adversary behavior into tactics and techniques based on real-world observations to help defenders understand and analyze attacker behaviors.,knowledge base|tactics|techniques|real-world|adversary behavior,0.000,0.800,0.800,3849.8,1,"[{""id"": ""getting-started-with-attack-162"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 1.0, ""metadata"": {}}, {""id"": ""getting-started-with-attack-3"", ""source"": ""getting-started-with-attack"", ""page_num"": 3, ""score"": 0.9403948187828064, ""metadata"": {}}]"
q002,direct_fact,What is a tactic in the ATT&CK framework?,"A tactic in the ATT&CK framework refers to a category of adversary behavior, such as defense evasion, that represents the adversary’s technical objective during an attack [Source: getting-started-with-attack:18].",A tactic represents the adversary's technical goal or objective—the 'why' behind an action in ATT&CK.,goal|objective|why|adversary,0.000,0.500,0.500,1035.2,1,"[{""id"": ""getting-started-with-attack-126"", ""source"": ""getting-started-with-attack"", ""page_num"": 34, ""score"": 0.8130415678024292, ""metadata"": {}}, {""id"": ""getting-started-with-attack-58"", ""source"": ""getting-started-with-attack"", ""page_num"": 18, ""score"": 0.8119760155677795, ""metadata"": {}}]"
q003,direct_fact,What is a technique in ATT&CK?,A technique is the adversary's technical goal or objective—the reason an action is performed. I don't know. The answer is not covered by the provided documents.,A technique describes how an adversary achieves a tactical goal—the specific method used to carry out an action.,specific method|how|achieves|tactical goal,0.000,0.000,0.000,607.4,0,"[{""id"": ""getting-started-with-attack-96"", ""source"": ""getting-started-with-attack"", ""page_num"": 27, ""score"": 0.9498627185821533, ""metadata"": {}}, {""id"": ""getting-started-with-attack-118"", ""source"": ""getting-started-with-attack"", ""page_num"": 32, ""score"": 0.8588097095489502, ""metadata"": {}}]"
q004,direct_fact,Why do defenders map detections to ATT&CK?,"Defenders map detections to ATT&CK to ensure they are getting the most relevant information to meet their organization’s requirements and to inform their defenses against specific adversary techniques, making threat intelligence actionable for their environment [Source: getting-started-with-attack:6][Source: getting-started-with-attack:8].","Mapping detections to ATT&CK helps defenders describe activity consistently, identify coverage and gaps across tactics and techniques, and prioritize improvements.",coverage|gaps|prioritize|describe consistently,0.000,0.000,0.000,1545.7,0,"[{""id"": ""getting-started-with-attack-24"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.9629635810852051, ""metadata"": {}}, {""id"": ""getting-started-with-attack-14"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.8956531286239624, ""metadata"": {}}]"
q005,direct_fact,How does ATT&CK support consistent communication among defenders?,I don't know. The answer is not covered by the provided documents.,"ATT&CK provides a standardized vocabulary for describing adversary behavior, supporting consistency across teams and organizations.",standard vocabulary|consistency|describe behavior,0.000,0.000,0.000,1023.4,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-54"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.699999988079071, ""metadata"": {}}, {""id"": ""getting-started-with-attack-134"", ""source"": ""getting-started-with-attack"", ""page_num"": 37, ""score"": 0.662322998046875, ""metadata"": {}}]"
q006,direct_fact,"According to the AI security paper, why are evaluations needed before deploying high-risk AI systems?",I don't know. The answer is not covered by the provided documents.,"High-risk AI systems can exhibit dangerous or unpredictable failure modes, so evaluations are needed before deployment to identify and mitigate risks proactively.",before deployment|dangerous|unpredictable|evaluate|mitigate,0.000,0.000,0.000,511.3,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-10"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 2, ""score"": 0.699999988079071, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-72"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 9, ""score"": 0.6690897345542908, ""metadata"": {}}]"
q007,direct_fact,What challenge does the paper highlight about predicting the behavior of advanced AI systems?,I don't know. The answer is not covered by the provided documents.,"The paper states that advanced AI systems can display emergent and hard-to-predict behaviors, making traditional software security approaches insufficient.",emergent|hard to predict|traditional software insufficient,0.000,0.000,0.000,0.0,0,[]
q008,direct_fact,What regulatory concern does the paper raise regarding over-regulating AI evaluations?,I don't know. The answer is not covered by the provided documents.,Over-regulation may create burdensome compliance processes and encourage checkbox behavior rather than genuine security improvements.,over-regulation|burdensome|checkbox|compliance,0.000,0.000,0.000,820.5,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-29"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.699999988079071, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-43"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.6922142505645752, ""metadata"": {}}]"
q009,multi_hop,How can defenders use ATT&CK to evaluate their detection coverage?,"Defenders can use ATT&CK to evaluate their detection coverage by mapping adversary information to ATT&CK techniques and then using that information to inform and prioritize their defenses. They can also refer to the ATT&CK website for ideas on detection and mitigation of specific techniques, helping them identify gaps and improve their coverage against relevant threats [Source: getting-started-with-attack:6][Source: getting-started-with-attack:8].","Defenders can map existing detections to ATT&CK techniques, compare them against adversary behaviors, identify coverage gaps, and prioritize improvements.",map detections|compare|coverage gaps|prioritize,0.000,0.250,0.250,1842.5,1,"[{""id"": ""getting-started-with-attack-24"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.9860110282897949, ""metadata"": {}}, {""id"": ""getting-started-with-attack-14"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.8077718019485474, ""metadata"": {}}]"
q010,multi_hop,How does the AI security framework relate to existing cybersecurity models such as ATT&CK?,I don't know. The answer is not covered by the provided documents.,"The AI security framework identifies risks and dangerous model behaviors, while ATT&CK provides structure for mapping those behaviors to known tactics and techniques to integrate AI threats into existing defense programs.",map behaviors|tactics|techniques|AI risks|integrate,0.000,0.000,0.000,818.3,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-15"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 0.989180326461792, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-46"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.9779032468795776, ""metadata"": {}}]"
