id,type,question,answer,expected_answer,expected_keywords,exact_match,semantic_keyword_f1,grounding_score,latency_ms,win,citations
q009,multi_hop,How can defenders use ATT&CK to evaluate their detection coverage?,"Defenders can use ATT&CK to evaluate their detection coverage by mapping adversary behaviors and techniques to ATT&CK, then reviewing the Detection advice for those techniques to identify gaps and inform their defenses. This process helps defenders prioritize and improve their detection capabilities based on known adversary behaviors [Source: getting-started-with-attack:6][Source: getting-started-with-attack:8].","Defenders can map existing detections to ATT&CK techniques, compare them against adversary behaviors, identify coverage gaps, and prioritize improvements.",map detections|compare|coverage gaps|prioritize,0.000,0.250,0.250,54629.3,0,"[{""id"": ""getting-started-with-attack-22"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.6764450073242188, ""metadata"": {}}, {""id"": ""getting-started-with-attack-20"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.8049343824386597, ""metadata"": {}}, {""id"": ""getting-started-with-attack-34"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.9625798463821411, ""metadata"": {}}, {""id"": ""getting-started-with-attack-210"", ""source"": ""getting-started-with-attack"", ""page_num"": 40, ""score"": 0.5694099068641663, ""metadata"": {}}]"
q010,multi_hop,How does the AI security framework relate to existing cybersecurity models such as ATT&CK?,"The AI security framework builds on existing cybersecurity models by incorporating traditional vulnerability, threat, and risk assessments, similar to those used in frameworks like ATT&CK. However, it also addresses new, unique risks introduced by AI subsystems, which may require additional regulatory considerations beyond what traditional models cover [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:3] [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:6].","The AI security framework identifies risks and dangerous model behaviors, while ATT&CK provides structure for mapping those behaviors to known tactics and techniques to integrate AI threats into existing defense programs.",map behaviors|tactics|techniques|AI risks|integrate,0.000,0.000,0.000,5604.3,0,"[{""id"": ""getting-started-with-attack-228"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 0.9390007257461548, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-20"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 0.9136532545089722, ""metadata"": {}}, {""id"": ""getting-started-with-attack-3"", ""source"": ""getting-started-with-attack"", ""page_num"": 3, ""score"": 0.7716267704963684, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-65"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.795723557472229, ""metadata"": {}}]"
q011,multi_hop,How might AI evaluations reveal new adversarial techniques relevant to ATT&CK?,I don't know. The answer is not covered by the provided documents.,"AI evaluations can expose ways AI might aid or automate adversarial steps, which can then be mapped to ATT&CK techniques to understand how AI-enabled threats fit existing models.",AI-enabled|mapped|techniques|automate|threats,0.000,0.000,0.000,4204.8,0,"[{""id"": ""getting-started-with-attack-99"", ""source"": ""getting-started-with-attack"", ""page_num"": 20, ""score"": 0.5716734528541565, ""metadata"": {}}, {""id"": ""getting-started-with-attack-91"", ""source"": ""getting-started-with-attack"", ""page_num"": 18, ""score"": 0.5591917037963867, ""metadata"": {}}, {""id"": ""getting-started-with-attack-46"", ""source"": ""getting-started-with-attack"", ""page_num"": 11, ""score"": 0.5980588793754578, ""metadata"": {}}, {""id"": ""getting-started-with-attack-109"", ""source"": ""getting-started-with-attack"", ""page_num"": 22, ""score"": 0.7483298778533936, ""metadata"": {}}]"
q012,needle,Find a passage describing why focusing only on post-deployment incidents is insufficient for AI security.,I don't know. The answer is not covered by the provided documents.,"The paper explains that waiting for incidents is inadequate because failures in high-risk AI systems could be catastrophic, so proactive evaluation is necessary before deployment.",inadequate|waiting for incidents|catastrophic|proactive,0.000,0.000,0.000,4806.7,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-72"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.6274736523628235, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-85"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.5701067447662354, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-65"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.7291265726089478, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-103"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 9, ""score"": 0.6843862533569336, ""metadata"": {}}]"
q013,needle,Locate a passage explaining how ATT&CK helps defenders identify gaps in their detection program.,"ATT&CK helps defenders identify gaps in their detection program by allowing them to assess how their defenses currently stack up to techniques and adversaries in ATT&CK, identify the highest-priority gaps in their current coverage, and then modify or acquire new defenses to address those gaps [Source: getting-started-with-attack:31].","ATT&CK can reveal detection gaps by mapping detections to tactics and techniques, showing where coverage is missing across the adversary lifecycle.",detection gaps|mapping|lifecycle|coverage,0.000,0.250,0.250,4400.7,0,"[{""id"": ""getting-started-with-attack-22"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.8883907794952393, ""metadata"": {}}, {""id"": ""getting-started-with-attack-161"", ""source"": ""getting-started-with-attack"", ""page_num"": 31, ""score"": 0.915091872215271, ""metadata"": {}}, {""id"": ""getting-started-with-attack-20"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.442519873380661, ""metadata"": {}}, {""id"": ""getting-started-with-attack-40"", ""source"": ""getting-started-with-attack"", ""page_num"": 10, ""score"": 0.9785059690475464, ""metadata"": {}}]"
q014,structure,List the high-level steps for using ATT&CK in a detection engineering process.,"The high-level steps for using ATT&CK in a detection engineering process are:

1. Assess how your defenses currently stack up to techniques and adversaries in ATT&CK.
2. Identify the highest-priority gaps in your current coverage.
3. Modify your defenses—or acquire new ones—to address those gaps.
4. Create a list of high-priority techniques to focus on in the short term.
5. Ensure you are collecting the right data to detect those techniques.
6. Understand your available data and search capabilities to identify suspicious behaviors described in ATT&CK [Source: getting-started-with-attack:31][Source: getting-started-with-attack:38][Source: getting-started-with-attack:12].","Steps include identifying relevant threats, mapping behaviors to tactics and techniques, assessing current detection coverage, identifying gaps, and implementing new detections.",identify threats|map behaviors|coverage|gaps|implement detections,0.000,0.400,0.400,7172.6,0,"[{""id"": ""getting-started-with-attack-192"", ""source"": ""getting-started-with-attack"", ""page_num"": 38, ""score"": 0.852264404296875, ""metadata"": {}}, {""id"": ""getting-started-with-attack-54"", ""source"": ""getting-started-with-attack"", ""page_num"": 12, ""score"": 0.5653773546218872, ""metadata"": {}}, {""id"": ""getting-started-with-attack-161"", ""source"": ""getting-started-with-attack"", ""page_num"": 31, ""score"": 0.6733533143997192, ""metadata"": {}}, {""id"": ""getting-started-with-attack-53"", ""source"": ""getting-started-with-attack"", ""page_num"": 12, ""score"": 0.6055171489715576, ""metadata"": {}}]"
q015,structure,What components form a sensible regulatory framework for AI security?,"A sensible regulatory framework for AI security should include elements based on a vulnerability, threat, and risk calculus, require regulated industries to develop a NIST AI RMF response plan or identify alternative AI assurance approaches if the NIST AI RMF is insufficient, and scale legal accountability with the risk associated with intentional and harmful AI misuse [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:6][Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:7][Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:9].","The framework includes defining systems in scope, establishing evaluation requirements, setting standards for testing and red teaming, and creating oversight and reporting mechanisms.",evaluation requirements|standards|oversight|reporting,0.000,0.000,0.000,5523.7,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-65"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.8069782257080078, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-20"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 0.7502432465553284, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-101"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 9, ""score"": 0.8577640056610107, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-72"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.7915357351303101, ""metadata"": {}}]"
q016,direct_fact,What is the ATT&CK technique level used for?,"The ATT&CK technique level is used to categorize organizations based on their cybersecurity maturity and resources: Level 1 is for those just starting out with limited resources, Level 2 is for mid-level teams that are maturing, and Level 3 is for advanced teams with more resources. This helps organizations build analytics to detect ATT&CK techniques appropriate to their maturity level [Source: getting-started-with-attack:12].",The technique level describes the specific actions adversaries take to achieve a broader tactical objective.,specific actions|achieve tactical objective,0.000,0.000,0.000,4603.0,0,"[{""id"": ""getting-started-with-attack-52"", ""source"": ""getting-started-with-attack"", ""page_num"": 12, ""score"": 0.6823184490203857, ""metadata"": {}}, {""id"": ""getting-started-with-attack-228"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 0.6158635020256042, ""metadata"": {}}, {""id"": ""getting-started-with-attack-22"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.4918857216835022, ""metadata"": {}}, {""id"": ""getting-started-with-attack-140"", ""source"": ""getting-started-with-attack"", ""page_num"": 28, ""score"": 0.5712811946868896, ""metadata"": {}}]"
q017,direct_fact,Why does the AI security paper emphasize emergent behaviors?,"The AI security paper emphasizes emergent behaviors because there is a risk that AI systems may allow themselves to exhibit such behaviors, which can lead to dangerous actions if not properly aligned or controlled. Addressing these risks requires further research to establish a common framework and vocabulary for AI alignment research [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:10].",Because emergent behaviors can lead to unexpected and potentially dangerous outcomes that are difficult to anticipate without structured evaluations.,emergent|unexpected|dangerous|evaluations,0.000,0.500,0.500,7281.6,1,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-116"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 10, ""score"": 0.9011541604995728, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-119"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 10, ""score"": 0.39001020789146423, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-89"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 8, ""score"": 0.4983323812484741, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-65"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.6557563543319702, ""metadata"": {}}]"
q018,direct_fact,How does ATT&CK categorize adversary behavior?,I don't know. The answer is not covered by the provided documents.,ATT&CK categorizes adversary behavior through a matrix of tactics and techniques describing different stages and methods of an attack.,matrix|tactics|techniques|categorizes behavior,0.000,0.000,0.000,5243.2,0,"[{""id"": ""getting-started-with-attack-109"", ""source"": ""getting-started-with-attack"", ""page_num"": 22, ""score"": 0.8294783234596252, ""metadata"": {}}, {""id"": ""getting-started-with-attack-22"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.5630779266357422, ""metadata"": {}}, {""id"": ""getting-started-with-attack-47"", ""source"": ""getting-started-with-attack"", ""page_num"": 11, ""score"": 0.6087891459465027, ""metadata"": {}}, {""id"": ""getting-started-with-attack-121"", ""source"": ""getting-started-with-attack"", ""page_num"": 24, ""score"": 0.8538745641708374, ""metadata"": {}}]"
