id,type,question,answer,expected_answer,expected_keywords,exact_match,semantic_keyword_f1,grounding_score,latency_ms,win,citations
q009,multi_hop,How can defenders use ATT&CK to evaluate their detection coverage?,"Defenders can use ATT&CK to aggregate information about commonly used adversary techniques, which helps them determine what to prioritize and focus their detection efforts on those techniques [Source: getting-started-with-attack:10].","Defenders can map existing detections to ATT&CK techniques, compare them against adversary behaviors, identify coverage gaps, and prioritize improvements.",map detections|compare|coverage gaps|prioritize,0.000,0.250,0.250,5057.8,1,"[{""id"": ""getting-started-with-attack-34"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.9812899231910706, ""metadata"": {}}, {""id"": ""getting-started-with-attack-40"", ""source"": ""getting-started-with-attack"", ""page_num"": 10, ""score"": 0.7875624895095825, ""metadata"": {}}]"
q010,multi_hop,How does the AI security framework relate to existing cybersecurity models such as ATT&CK?,"The AI security framework addresses emerging risks from disruptive AI technologies, such as the increased proliferation of cyber attacks and disinformation, which are concerns also addressed by existing cybersecurity models like ATT&CK. ATT&CK serves as a foundational knowledge base for threat modeling and methodologies across sectors, supporting the development of more effective security practices. The AI security framework builds on these established models to address new challenges introduced by advanced AI systems [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:4][Source: getting-started-with-attack:43].","The AI security framework identifies risks and dangerous model behaviors, while ATT&CK provides structure for mapping those behaviors to known tactics and techniques to integrate AI threats into existing defense programs.",map behaviors|tactics|techniques|AI risks|integrate,0.000,0.000,0.000,2638.5,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-34"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.9435644745826721, ""metadata"": {}}, {""id"": ""getting-started-with-attack-228"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 0.93617844581604, ""metadata"": {}}]"
q011,multi_hop,How might AI evaluations reveal new adversarial techniques relevant to ATT&CK?,I don't know. The answer is not covered by the provided documents.,"AI evaluations can expose ways AI might aid or automate adversarial steps, which can then be mapped to ATT&CK techniques to understand how AI-enabled threats fit existing models.",AI-enabled|mapped|techniques|automate|threats,0.000,0.000,0.000,620.4,0,"[{""id"": ""getting-started-with-attack-196"", ""source"": ""getting-started-with-attack"", ""page_num"": 38, ""score"": 0.800000011920929, ""metadata"": {}}, {""id"": ""getting-started-with-attack-195"", ""source"": ""getting-started-with-attack"", ""page_num"": 38, ""score"": 0.76116943359375, ""metadata"": {}}]"
q012,needle,Find a passage describing why focusing only on post-deployment incidents is insufficient for AI security.,I don't know. The answer is not covered by the provided documents.,"The paper explains that waiting for incidents is inadequate because failures in high-risk AI systems could be catastrophic, so proactive evaluation is necessary before deployment.",inadequate|waiting for incidents|catastrophic|proactive,0.000,0.000,0.000,1561.0,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-57"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 5, ""score"": 0.800000011920929, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-51"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 5, ""score"": 0.7966065406799316, ""metadata"": {}}]"
q013,needle,Locate a passage explaining how ATT&CK helps defenders identify gaps in their detection program.,"ATT&CK helps defenders identify gaps in their detection program by allowing them to assess how their defenses currently stack up to techniques and adversaries in ATT&CK, identify the highest-priority gaps in their current coverage, and then modify their defenses or acquire new ones to address those gaps [Source: getting-started-with-attack:31].","ATT&CK can reveal detection gaps by mapping detections to tactics and techniques, showing where coverage is missing across the adversary lifecycle.",detection gaps|mapping|lifecycle|coverage,0.000,0.250,0.250,1710.8,1,"[{""id"": ""getting-started-with-attack-40"", ""source"": ""getting-started-with-attack"", ""page_num"": 10, ""score"": 0.978916347026825, ""metadata"": {}}, {""id"": ""getting-started-with-attack-161"", ""source"": ""getting-started-with-attack"", ""page_num"": 31, ""score"": 0.800000011920929, ""metadata"": {}}]"
q014,structure,List the high-level steps for using ATT&CK in a detection engineering process.,"The high-level steps for using ATT&CK in a detection engineering process are: identify which ATT&CK techniques your analytics currently detect, record your coverage for those techniques, and then select new techniques to repeat the process for continuous improvement [Source: getting-started-with-attack:33].","Steps include identifying relevant threats, mapping behaviors to tactics and techniques, assessing current detection coverage, identifying gaps, and implementing new detections.",identify threats|map behaviors|coverage|gaps|implement detections,0.000,0.200,0.200,2453.9,0,"[{""id"": ""getting-started-with-attack-157"", ""source"": ""getting-started-with-attack"", ""page_num"": 31, ""score"": 0.94778972864151, ""metadata"": {}}, {""id"": ""getting-started-with-attack-172"", ""source"": ""getting-started-with-attack"", ""page_num"": 33, ""score"": 0.8443927764892578, ""metadata"": {}}]"
q015,structure,What components form a sensible regulatory framework for AI security?,"A sensible regulatory framework for AI security includes appropriate governance mechanisms, which can range from voluntary self-regulation to government-mandated policies and procedures, as well as concrete regulatory instruments tailored to achieve specific purposes such as safety [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:6].","The framework includes defining systems in scope, establishing evaluation requirements, setting standards for testing and red teaming, and creating oversight and reporting mechanisms.",evaluation requirements|standards|oversight|reporting,0.000,0.000,0.000,1217.3,0,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-0"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 1, ""score"": 0.9796406030654907, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-60"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.9569964408874512, ""metadata"": {}}]"
q016,direct_fact,What is the ATT&CK technique level used for?,"The ATT&CK technique level is used to describe specific adversary behaviors and to identify the types of data that could give you visibility into those behaviors, helping you determine what to collect for detection and analysis [Source: getting-started-with-attack:12].",The technique level describes the specific actions adversaries take to achieve a broader tactical objective.,specific actions|achieve tactical objective,0.000,0.000,0.000,2162.4,0,"[{""id"": ""getting-started-with-attack-55"", ""source"": ""getting-started-with-attack"", ""page_num"": 12, ""score"": 0.8097299337387085, ""metadata"": {}}, {""id"": ""getting-started-with-attack-18"", ""source"": ""getting-started-with-attack"", ""page_num"": 5, ""score"": 0.800000011920929, ""metadata"": {}}]"
q017,direct_fact,Why does the AI security paper emphasize emergent behaviors?,"The AI security paper emphasizes emergent behaviors because there is a risk that AI systems may allow themselves to exhibit such behaviors, which could lead to dangerous actions if not properly aligned or controlled. Addressing these risks requires further research to establish a common framework and vocabulary for AI alignment within the research community [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:10].",Because emergent behaviors can lead to unexpected and potentially dangerous outcomes that are difficult to anticipate without structured evaluations.,emergent|unexpected|dangerous|evaluations,0.000,0.500,0.500,2865.2,1,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-116"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 10, ""score"": 0.8667793273925781, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-135"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 12, ""score"": 0.800000011920929, ""metadata"": {}}]"
q018,direct_fact,How does ATT&CK categorize adversary behavior?,I don't know. The answer is not covered by the provided documents.,ATT&CK categorizes adversary behavior through a matrix of tactics and techniques describing different stages and methods of an attack.,matrix|tactics|techniques|categorizes behavior,0.000,0.000,0.000,1459.4,0,"[{""id"": ""getting-started-with-attack-120"", ""source"": ""getting-started-with-attack"", ""page_num"": 24, ""score"": 0.800000011920929, ""metadata"": {}}, {""id"": ""getting-started-with-attack-109"", ""source"": ""getting-started-with-attack"", ""page_num"": 22, ""score"": 0.7999803423881531, ""metadata"": {}}]"
