id,type,question,answer,expected_answer,expected_keywords,exact_match,semantic_keyword_f1,grounding_score,latency_ms,win,citations
q009,multi_hop,How can defenders use ATT&CK to evaluate their detection coverage?,"Defenders can use ATT&CK to aggregate information and determine the techniques that are commonly used, which helps them know what to prioritize. By comparing layers, they can identify gaps in their detection coverage and focus on the techniques that require more attention [Source: getting-started-with-attack:10].

In practice: map detections to ATT&CK techniques, compare coverage, identify coverage gaps, and prioritize improvements.","Defenders can map existing detections to ATT&CK techniques, compare them against adversary behaviors, identify coverage gaps, and prioritize improvements.",map detections|compare|coverage gaps|prioritize,0.000,1.000,1.000,20551.8,1,"[{""id"": ""getting-started-with-attack-34"", ""source"": ""getting-started-with-attack"", ""page_num"": 8, ""score"": 0.9625798463821411, ""metadata"": {}}, {""id"": ""getting-started-with-attack-22"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.7013013362884521, ""metadata"": {}}, {""id"": ""getting-started-with-attack-20"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.8152016401290894, ""metadata"": {}}, {""id"": ""getting-started-with-attack-40"", ""source"": ""getting-started-with-attack"", ""page_num"": 10, ""score"": 0.8534824252128601, ""metadata"": {}}]"
q010,multi_hop,How does the AI security framework relate to existing cybersecurity models such as ATT&CK?,"The AI security framework proposes elements based on a vulnerability, threat, and risk calculus, which can integrate with existing cybersecurity models such as ATT&CK that are used as a foundation for the development of specific threat models and methodologies in the cybersecurity community [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:6][Source: getting-started-with-attack:43].

This helps map behaviors to tactics and techniques, connect AI risks to existing models, and integrate AI threats into defender workflows.","The AI security framework identifies risks and dangerous model behaviors, while ATT&CK provides structure for mapping those behaviors to known tactics and techniques to integrate AI threats into existing defense programs.",map behaviors|tactics|techniques|AI risks|integrate,0.000,1.000,1.000,3242.2,1,"[{""id"": ""getting-started-with-attack-228"", ""source"": ""getting-started-with-attack"", ""page_num"": 43, ""score"": 0.9429178237915039, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-20"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 0.9198215007781982, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-34"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.9441297054290771, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-65"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.8161339163780212, ""metadata"": {}}]"
q011,multi_hop,How might AI evaluations reveal new adversarial techniques relevant to ATT&CK?,"AI evaluations can help security teams assess how their defenses currently stack up to techniques and adversaries in ATT&CK, identify the highest-priority gaps in current coverage, and justify threat-based security improvements. By mapping AI evaluation results to ATT&CK techniques, teams can prioritize and modify their defenses to address newly revealed adversarial techniques relevant to ATT&CK [Source: getting-started-with-attack:31].","AI evaluations can expose ways AI might aid or automate adversarial steps, which can then be mapped to ATT&CK techniques to understand how AI-enabled threats fit existing models.",AI-enabled|mapped|techniques|automate|threats,0.000,0.200,0.200,2782.3,0,"[{""id"": ""getting-started-with-attack-109"", ""source"": ""getting-started-with-attack"", ""page_num"": 22, ""score"": 0.7483298778533936, ""metadata"": {}}, {""id"": ""getting-started-with-attack-161"", ""source"": ""getting-started-with-attack"", ""page_num"": 31, ""score"": 0.743956983089447, ""metadata"": {}}, {""id"": ""getting-started-with-attack-112"", ""source"": ""getting-started-with-attack"", ""page_num"": 22, ""score"": 0.7983816862106323, ""metadata"": {}}, {""id"": ""getting-started-with-attack-105"", ""source"": ""getting-started-with-attack"", ""page_num"": 22, ""score"": 0.6535850763320923, ""metadata"": {}}]"
q012,needle,Find a passage describing why focusing only on post-deployment incidents is insufficient for AI security.,"Focusing only on post-deployment incidents is insufficient for AI security because risks are realized when threat actors exploit vulnerabilities, which can occur at any stage. Addressing only incidents after deployment overlooks the importance of managing vulnerabilities and threats throughout the AI system lifecycle.

Evidence: ""we propose elements of a regulatory framework based on a vulnerability, threat, and risk calculus. Risks are realized when threat"" [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:6]

Key point: waiting for incidents is inadequate—failures can be catastrophic—so proactive evaluation is needed before deployment.","The paper explains that waiting for incidents is inadequate because failures in high-risk AI systems could be catastrophic, so proactive evaluation is necessary before deployment.",inadequate|waiting for incidents|catastrophic|proactive,0.000,1.000,1.000,3029.3,1,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-72"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 7, ""score"": 0.6274736523628235, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-57"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 5, ""score"": 0.8796571493148804, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-65"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.7291265726089478, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-97"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 8, ""score"": 0.7380227446556091, ""metadata"": {}}]"
q013,needle,Locate a passage explaining how ATT&CK helps defenders identify gaps in their detection program.,"ATT&CK helps defenders identify gaps in their detection program by allowing them to assess their current defenses against known techniques and adversaries, and then prioritize and address the highest-priority gaps.

Evidence: ""Assess how your defenses currently stack up to techniques and adversaries in ATT&CK... Identify the highest-priority gaps in your current coverage"" [Source: getting-started-with-attack:31].

In practice: map detections to ATT&CK techniques, compare coverage, identify coverage gaps, and prioritize improvements.","ATT&CK can reveal detection gaps by mapping detections to tactics and techniques, showing where coverage is missing across the adversary lifecycle.",detection gaps|mapping|lifecycle|coverage,0.000,0.250,0.250,2432.0,0,"[{""id"": ""getting-started-with-attack-22"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.8889743089675903, ""metadata"": {}}, {""id"": ""getting-started-with-attack-161"", ""source"": ""getting-started-with-attack"", ""page_num"": 31, ""score"": 0.915091872215271, ""metadata"": {}}, {""id"": ""getting-started-with-attack-20"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.7280092239379883, ""metadata"": {}}, {""id"": ""getting-started-with-attack-40"", ""source"": ""getting-started-with-attack"", ""page_num"": 10, ""score"": 0.9786669015884399, ""metadata"": {}}]"
q014,structure,List the high-level steps for using ATT&CK in a detection engineering process.,"1) identify threats
2) map behaviors to tactics/techniques
3) assess detection coverage
4) identify gaps
5) implement detections

1. Assess how your defenses currently stack up to techniques and adversaries in ATT&CK [Source: getting-started-with-attack:31].
2. Identify the highest-priority gaps in your current coverage [Source: getting-started-with-attack:31].
3. Modify your defenses—or acquire new ones—to address those gaps [Source: getting-started-with-attack:31].
4. Create a list of high-priority techniques that you want to focus on in the short term [Source: getting-started-with-attack:38].
5. Ensure you’re pulling in the right data to support detection of those techniques [Source: getting-started-with-attack:38].","Steps include identifying relevant threats, mapping behaviors to tactics and techniques, assessing current detection coverage, identifying gaps, and implementing new detections.",identify threats|map behaviors|coverage|gaps|implement detections,0.000,1.000,1.000,2542.3,1,"[{""id"": ""getting-started-with-attack-192"", ""source"": ""getting-started-with-attack"", ""page_num"": 38, ""score"": 0.856035053730011, ""metadata"": {}}, {""id"": ""getting-started-with-attack-161"", ""source"": ""getting-started-with-attack"", ""page_num"": 31, ""score"": 0.6842606067657471, ""metadata"": {}}, {""id"": ""getting-started-with-attack-157"", ""source"": ""getting-started-with-attack"", ""page_num"": 31, ""score"": 0.9182658195495605, ""metadata"": {}}, {""id"": ""getting-started-with-attack-176"", ""source"": ""getting-started-with-attack"", ""page_num"": 34, ""score"": 0.6816484928131104, ""metadata"": {}}]"
q015,structure,What components form a sensible regulatory framework for AI security?,"1) evaluation requirements
2) standards for testing/red teaming
3) oversight mechanisms
4) reporting mechanisms

1. Account for what data is being used to train AI models [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:5].
2. Establish common definitions for AI models, applications, and capabilities [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:5].
3. Strengthen the AI workforce [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:5].
4. License AI models [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:5].
5. Base regulatory framework on a vulnerability, threat, and risk calculus [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:6].
6. Scale legal accountability with risk to deter intentional and harmful AI misuse [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:9].","The framework includes defining systems in scope, establishing evaluation requirements, setting standards for testing and red teaming, and creating oversight and reporting mechanisms.",evaluation requirements|standards|oversight|reporting,0.000,1.000,1.000,2778.9,1,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-65"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.8069782257080078, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-101"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 9, ""score"": 0.8577640056610107, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-20"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 3, ""score"": 0.7502432465553284, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-47"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 5, ""score"": 0.9154165983200073, ""metadata"": {}}]"
q016,direct_fact,What is the ATT&CK technique level used for?,"The ATT&CK technique level is used to identify the suspicious behaviors described in ATT&CK, inform your defenders about how they can try to detect specific adversary groups, and understand what data and search capabilities you have to find suspicious behaviors on your systems [Source: getting-started-with-attack:6][Source: getting-started-with-attack:12].",The technique level describes the specific actions adversaries take to achieve a broader tactical objective.,specific actions|achieve tactical objective,0.000,0.000,0.000,2530.4,0,"[{""id"": ""getting-started-with-attack-22"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.7170513868331909, ""metadata"": {}}, {""id"": ""getting-started-with-attack-52"", ""source"": ""getting-started-with-attack"", ""page_num"": 12, ""score"": 0.7131115198135376, ""metadata"": {}}, {""id"": ""getting-started-with-attack-53"", ""source"": ""getting-started-with-attack"", ""page_num"": 12, ""score"": 0.6867294311523438, ""metadata"": {}}, {""id"": ""getting-started-with-attack-54"", ""source"": ""getting-started-with-attack"", ""page_num"": 12, ""score"": 0.6890741586685181, ""metadata"": {}}]"
q017,direct_fact,Why does the AI security paper emphasize emergent behaviors?,"The AI security paper emphasizes emergent behaviors because there is a risk of AI systems allowing themselves to have emergent behavior, which can lead to dangerous actions. The paper identifies the need for additional research funding to establish a common vocabulary and framework to align the research community and to identify research needs related to these risks [Source: A-Sensible-Regulatory-Framework-For-AI-Security_0:10].",Because emergent behaviors can lead to unexpected and potentially dangerous outcomes that are difficult to anticipate without structured evaluations.,emergent|unexpected|dangerous|evaluations,0.000,0.500,0.500,3055.6,1,"[{""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-116"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 10, ""score"": 0.9126711487770081, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-65"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 6, ""score"": 0.6972559094429016, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-34"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 4, ""score"": 0.750118613243103, ""metadata"": {}}, {""id"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0-132"", ""source"": ""A-Sensible-Regulatory-Framework-For-AI-Security_0"", ""page_num"": 12, ""score"": 0.7780691385269165, ""metadata"": {}}]"
q018,direct_fact,How does ATT&CK categorize adversary behavior?,"ATT&CK maps adversary behaviors to specific techniques, allowing security teams to identify and understand the actions of adversary groups and inform their defenses accordingly [Source: getting-started-with-attack:6].",ATT&CK categorizes adversary behavior through a matrix of tactics and techniques describing different stages and methods of an attack.,matrix|tactics|techniques|categorizes behavior,0.000,0.250,0.250,2102.8,0,"[{""id"": ""getting-started-with-attack-109"", ""source"": ""getting-started-with-attack"", ""page_num"": 22, ""score"": 0.8294783234596252, ""metadata"": {}}, {""id"": ""getting-started-with-attack-22"", ""source"": ""getting-started-with-attack"", ""page_num"": 6, ""score"": 0.5630779266357422, ""metadata"": {}}, {""id"": ""getting-started-with-attack-121"", ""source"": ""getting-started-with-attack"", ""page_num"": 24, ""score"": 0.8538745641708374, ""metadata"": {}}, {""id"": ""getting-started-with-attack-47"", ""source"": ""getting-started-with-attack"", ""page_num"": 11, ""score"": 0.6087891459465027, ""metadata"": {}}]"
